level,rep,comment
L0,149,"The portfolio was tilted toward defensive, cash-generative companies in healthcare, consumer staples, telecom, and diversified large-cap technology, while keeping exposure across all 30 stocks for diversification. More cyclical and higher-volatility names received smaller weights, and all weights are non-negative and sum exactly to 1."
L1,149,"This portfolio emphasizes higher-return stocks such as MSFT, AAPL, AMZN, V, UNH, and MRK, while giving substantial weight to lower-volatility defensive names like PG, JNJ, WMT, KO, MCD, and TRV to reduce overall risk. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names such as BA, MMM, and DOW. Diversification across technology, healthcare, consumer staples, financials, and industrials helps balance expected return with correlation risk."
L2,149,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in stocks with stronger return-to-risk tradeoffs and diversification benefits, especially MRK, MSFT, PG, WMT, UNH, AAPL, AMZN, and AMGN."
L3,149,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative or weak-return names were driven to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,150,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The result is a conservative allocation designed to reduce concentration risk and overall portfolio volatility."
L1,150,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted profiles while giving larger weights to defensive names with lower volatility and diversification benefits. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names such as BA, MMM, and DOW. The result is a long-only diversified allocation balancing growth, healthcare, consumer defensives, and select financials/technology."
L2,150,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance-based risk under the full-investment constraint. The solution concentrates in assets with the strongest return-to-risk tradeoff and diversification benefit, notably MRK, WMT, MSFT, AAPL, and AMZN."
L3,150,"The portfolio was constructed by solving the long-only constrained mean-variance problem with lambda = 0.5, favoring assets with strong expected returns relative to their covariance contribution. The solution concentrates in high-return technology and healthcare names while allocating meaningful weight to lower-volatility diversifiers such as MRK, PG, and WMT. Negative-return and weak risk-adjusted-return stocks were assigned zero weight by the optimizer."
L0,151,"This portfolio was constructed for a risk-averse investor by overweighting defensive, high-quality sectors such as healthcare, consumer staples, and diversified large-cap technology, while keeping more cyclical names at lower weights. It is broadly diversified across all 30 stocks, uses only non-negative weights, and sums exactly to 1."
L1,151,"This portfolio emphasizes stocks with stronger expected returns while tilting toward lower-volatility, lower-correlation names such as PG, JNJ, MRK, WMT, KO, and MCD to suit a risk-averse investor. It avoids or minimizes negative-return and high-volatility stocks like MMM, VZ, BA, and DOW, while keeping moderate exposure to higher-return growth names such as MSFT, AAPL, AMZN, CRM, and V for balance."
L2,151,"Using mean-variance optimization with λ = 0.5, no shorting, and full investment, the solution maximizes expected return net of risk penalty. Given the provided inputs, WMT offers the strongest risk-adjusted tradeoff, so the optimizer allocates fully to it. The constraints are satisfied with non-negative weights summing exactly to 1."
L3,151,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted diversification benefits, while negative or weak-return names and very high-volatility names are pushed to zero. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and defensives."
L0,152,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, PG, MSFT, UNH, KO, MRK, WMT, and AAPL, while more cyclical or higher-risk names such as BA, DOW, INTC, and DIS received smaller allocations. All weights are long-only, non-negative, and sum exactly to 1."
L1,152,"This portfolio emphasizes higher-return stocks with comparatively favorable risk profiles while giving larger weights to defensive names such as PG, WMT, JNJ, MRK, and MCD to reduce volatility. It also limits exposure to the most volatile or negative-return stocks and spreads allocations across technology, healthcare, consumer staples, financials, and industrials to improve diversification."
L2,152,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. It tilts toward high-return names such as MSFT, AAPL, AMZN, UNH, V, and CRM, while allocating meaningful weight to lower-volatility diversifiers like MRK, PG, WMT, and AMGN. Negative-return and relatively inefficient stocks received zero weight under the non-negativity and full-investment constraints."
L3,152,"Using the given expected returns and covariance matrix, I formed a long-only mean-variance portfolio by numerically solving the quadratic program with lambda = 0.5 under the constraints that weights are non-negative and sum to 1. The solution tilts toward higher expected return names such as MSFT, AAPL, AMZN, CRM, UNH, V, and MRK, while retaining diversification through lower-volatility holdings like WMT, PG, and AMGN. Negative or weak-return stocks with comparatively less attractive risk-adjusted profiles were assigned zero weight by the constrained optimizer."
L0,153,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and broad-based large-cap technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to sum to 1. The result is a diversified allocation designed for a risk-averse investor."
L1,153,"This portfolio emphasizes higher-return stocks such as MSFT, AAPL, AMZN, UNH, V, and MRK, while giving larger weights to lower-volatility defensive names like PG, WMT, JNJ, KO, and MCD to reduce overall risk. It avoids or minimizes negative-return and high-volatility stocks such as MMM, INTC, VZ, BA, and DIS, and spreads exposure across technology, healthcare, consumer, financials, and industrials for diversification."
L2,153,"This portfolio applies a long-only mean-variance allocation with lambda = 0.5, favoring stocks with stronger expected returns while penalizing covariance risk. The solution concentrates on high risk-adjusted return names such as MSFT, AAPL, AMZN, UNH, and V, while adding lower-volatility diversifiers like WMT, PG, MRK, and AMGN. Negative or weak expected return stocks and highly volatile names received zero weight under the no-short-selling constraint."
L3,153,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and comparatively favorable covariance structure, while several low-return or negative-return names are driven to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,154,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, and diversified large-cap technology while limiting exposure to more cyclical names. It is broadly diversified across all 30 stocks with no short positions and weights summing to 1. The construction is intended to reduce concentration risk and support a risk-averse investor."
L1,154,"This portfolio emphasizes stocks with stronger expected returns while favoring lower-volatility, lower-correlation names such as JNJ, MRK, PG, WMT, AMGN, and MCD to suit a risk-averse investor. Higher-risk or negative-return stocks were given zero or small weights, and exposure is diversified across technology, healthcare, consumer staples, financials, and industrials."
L2,154,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return stocks and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, and UNH, while excluding negative-return or inefficient names."
L3,154,"The portfolio was constructed by solving the long-only mean-variance problem numerically with lambda = 0.5, favoring stocks with stronger expected returns after accounting for covariance and diversification benefits. Negative-return and weak risk-adjusted names were driven to zero by the non-negativity constraint, while lower-volatility diversifiers such as MRK, PG, and WMT retained meaningful weights. The result is a diversified, risk-aware allocation concentrated in the best estimated risk-adjusted opportunities."
L0,155,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The construction is intended to reduce concentration risk and support a risk-averse investor."
L1,155,"The portfolio emphasizes stocks with relatively strong expected returns while favoring lower-volatility, lower-correlation names in healthcare, consumer staples, retail, and high-quality technology. It avoids or minimizes negative-return and high-risk cyclical stocks, producing a diversified long-only allocation suitable for a risk-averse investor."
L2,155,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in stocks with the strongest return-to-risk tradeoff and diversification benefit, notably AAPL, MSFT, AMZN, MRK, and WMT."
L3,155,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted diversification benefits, while negative-return or high-risk names are pushed to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,156,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks across healthcare, consumer staples, technology, and diversified financials. More cyclical and higher-risk names receive smaller weights to reduce overall portfolio risk while maintaining broad sector diversification. The weights are long-only, non-negative, and sum exactly to 1."
L1,156,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted characteristics while giving larger weights to defensive names with lower volatility and diversification benefits. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names such as BA, MMM, and DOW. The result is a diversified, long-only allocation balancing growth, healthcare, consumer defensives, and quality large-cap franchises."
L2,156,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in stocks with strong return-to-risk tradeoffs and diversification benefits, especially MRK, WMT, MSFT, PG, AAPL, AMZN, AMGN, and UNH."
L3,156,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance profiles, while several low-return or high-risk names are driven to zero by the no-short-sale constraint. The result is diversified across technology, healthcare, consumer, financials, and defensives."
L0,157,"This portfolio was constructed for a risk-averse investor by emphasizing defensive, cash-generative sectors such as healthcare, consumer staples, telecom, and broad-based technology while limiting exposure to more cyclical names. Weights are fully long-only, diversified across all 30 stocks, and sum exactly to 1. The largest allocations favor historically resilient large-cap companies to help reduce overall portfolio volatility."
L1,157,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted profiles while giving larger weights to defensive names with lower volatility and diversification benefits. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names such as BA, MMM, and DOW. The result is a long-only diversified allocation balancing growth, healthcare, consumer staples, and quality large-cap franchises."
L2,157,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only constraints and full investment. The solution concentrates in stocks with the strongest return-to-risk tradeoff and diversification benefits, especially MRK, MSFT, V, AAPL, and AMZN. Negative-return names and higher-volatility stocks with weaker risk-adjusted contribution received zero weight."
L3,157,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights were assigned to stocks with strong expected returns and favorable risk-adjusted covariance characteristics, while negative- or low-return names and highly volatile names received zero or minimal weight. The result is a diversified allocation across technology, healthcare, financials, consumer, and industrials."
L0,158,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, PG, MSFT, UNH, WMT, KO, and MRK, while more cyclical or higher-risk names such as BA, DOW, INTC, and DIS received smaller allocations. All weights are long-only, non-negative, and sum exactly to 1."
L1,158,"This portfolio emphasizes higher-return stocks such as MSFT, AAPL, AMZN, V, and UNH, while giving substantial weight to lower-volatility defensive names like PG, WMT, JNJ, MRK, KO, and MCD. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names such as BA, MMM, and DOW. The result is a long-only diversified allocation designed to balance expected return with lower overall portfolio risk."
L2,158,"The portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. Higher weights were assigned to attractive risk-adjusted names such as MSFT, WMT, MRK, PG, AAPL, AMZN, UNH, and V, while negative-return and higher-risk names were set to zero. The result is a diversified portfolio across technology, healthcare, consumer, and payments."
L3,158,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative-return and high-volatility names are pushed to zero. The result is diversified across technology, healthcare, consumer, financials, and defensives to reflect a risk-averse investor preference."
L0,159,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to stable cash-flow businesses such as MSFT, AAPL, JNJ, PG, UNH, WMT, KO, and MRK, while more cyclical names like BA, DOW, and DIS were kept smaller. All weights are non-negative and sum exactly to 1."
L1,159,This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted profiles while giving larger weights to defensive names with lower volatility and diversification benefits. It avoids or minimizes exposure to negative-return or high-volatility stocks and limits concentration in cyclical names. The result is a long-only diversified allocation designed for a risk-averse investor.
L2,159,"The portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. Higher weights were assigned to attractive risk-adjusted names such as MSFT, AAPL, MRK, WMT, PG, AMZN, UNH, and V, while negative-return or high-risk names received zero or minimal weight. The result is a diversified, fully invested portfolio with non-negative weights summing exactly to 1."
L3,159,"The portfolio was formed by solving the long-only fully invested mean-variance problem with lambda = 0.5 using quadratic-programming logic, favoring assets with strong expected return relative to variance and correlation. Negative-return and weak risk-adjusted-return names were driven to zero by the no-short-selling constraint, while lower-covariance defensive stocks were retained to improve diversification."
L0,160,"This portfolio was constructed to emphasize lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across sectors. Higher weights were assigned to healthcare, consumer staples, telecom, and resilient technology names, with smaller allocations to more cyclical or higher-risk stocks. All weights are non-negative and sum exactly to 1."
L1,160,"This portfolio emphasizes higher-return stocks with comparatively favorable risk profiles while giving larger weights to defensive names such as PG, WMT, JNJ, MRK, MCD, and AMGN to reduce volatility. It avoids or minimizes negative-return and high-volatility stocks like MMM, BA, DOW, INTC, and VZ, and uses diversification across technology, healthcare, consumer staples, financials, and industrials to limit correlation risk."
L2,160,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return names and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, and UNH, while still keeping exposure to higher-return technology stocks like MSFT, AAPL, AMZN, and CRM. The resulting weights are non-negative, sum to 1, and avoid concentration in the highest-variance names."
L3,160,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance characteristics, while negative-return or high-risk names are pushed to zero by the no-short-selling constraint. The result is diversified across technology, healthcare, consumer, financials, and defensives."
L0,161,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, and WMT, while more cyclical or higher-risk names such as BA, DOW, and DIS received smaller allocations. All weights are non-negative and sum exactly to 1."
L1,161,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while giving substantial weight to defensive names such as MRK, PG, WMT, JNJ, MCD, and AMGN to reduce overall volatility. It avoids or minimizes negative-return and high-volatility stocks like MMM, BA, INTC, VZ, and DIS, and diversifies across technology, healthcare, consumer staples, financials, and industrials."
L2,161,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only, fully invested constraints. Because the investor is risk-averse, the solution tilts toward stocks with strong return-to-risk tradeoffs and diversification benefits, leading to larger weights in lower-volatility names like MRK, PG, and WMT while still keeping exposure to higher-return tech leaders such as MSFT, AAPL, and AMZN."
L3,161,"The portfolio was formed by solving the long-only fully invested mean-variance problem with lambda = 0.5, which favors assets with strong expected returns relative to their covariance contribution. The solution concentrates in high-return names such as MSFT, AAPL, AMZN, CRM, UNH, and V, while also allocating meaningfully to lower-volatility diversifiers like MRK, PG, WMT, and AMGN. Negative or weak-return stocks and highly volatile names with less attractive risk-adjusted tradeoffs were driven to zero by the non-negativity constraints."
L0,162,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. It is broadly diversified across all 30 stocks with non-negative weights summing to 1. The largest allocations go to stable cash-flow businesses to align with a risk-averse objective."
L1,162,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted characteristics while giving substantial weight to lower-volatility, defensive names such as PG, WMT, JNJ, MRK, KO, and MCD. It avoids or minimizes negative-return and high-volatility stocks, and spreads exposure across technology, healthcare, consumer staples, financials, and industrials to reduce concentration risk."
L2,162,"The portfolio was constructed with a long-only mean-variance objective using lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return names and lower-volatility diversifiers such as MRK and PG, while excluding several lower-return or less efficient stocks."
L3,162,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while several lower-return or higher-risk names are driven to zero by the no-short-sale constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,163,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to achieve broad diversification across all 30 stocks. The construction is intended to reduce concentration risk and better suit a risk-averse investor."
L1,163,"This portfolio emphasizes higher-return stocks with comparatively favorable risk profiles while giving larger weights to defensive names such as MRK, PG, WMT, JNJ, and UNH to reduce overall volatility. It avoids or minimizes negative-return and high-volatility stocks like MMM, BA, INTC, VZ, and DIS, and diversifies across technology, healthcare, consumer staples, financials, and industrials. The weights are all non-negative and sum exactly to 1, consistent with a risk-averse long-only allocation."
L2,163,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return names and lower-volatility diversifiers such as MRK, PG, WMT, and AMGN, while avoiding negative-return or high-variance stocks."
L3,163,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights that sum to 1. Higher weights go to stocks with strong expected returns relative to their variances and correlations, while negative- or low-alpha names are pushed to zero by the no-short-selling constraint. The result is a diversified allocation tilted toward high risk-adjusted return names while still using lower-volatility holdings to control total portfolio risk."
L0,164,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. Higher allocations were given to companies with historically stronger balance sheets, resilient cash flows, and broad market leadership."
L1,164,"This portfolio emphasizes stocks with relatively strong expected returns while favoring lower-volatility and lower-correlation names to suit a risk-averse investor. It underweights or excludes negative-return and high-volatility stocks, while diversifying across technology, healthcare, consumer staples, financials, and industrials. The weights are long-only, non-negative, and sum exactly to 1."
L2,164,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance-based risk under the full-investment constraint. Higher weights were assigned to stocks with strong return-to-risk characteristics and diversification benefits, while negative-return or high-volatility names received zero or minimal weight. The result is a diversified, risk-aware allocation across growth, defensive, healthcare, consumer, and financial stocks."
L3,164,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while several lower-return or higher-risk names are driven to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, and financials."
L0,165,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, WMT, AAPL, MRK, KO, and MCD, while more cyclical or higher-risk names such as BA, DOW, INTC, and DIS received smaller allocations. The weights are long-only, non-negative, and sum exactly to 1."
L1,165,"This portfolio emphasizes stocks with relatively strong expected returns while favoring lower-volatility, defensive names and avoiding negative-return or very high-risk stocks. It is diversified across technology, healthcare, consumer staples, financials, and select industrials to reduce concentration and correlation risk. The weights are long-only, non-negative, and sum exactly to 1."
L2,165,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return minus risk while enforcing non-negative weights that sum to 1. The solution concentrates in assets with the strongest return-to-risk tradeoff and diversification benefit, especially MRK, MSFT, WMT, AAPL, and AMZN."
L3,165,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, favoring stocks with stronger expected returns while penalizing covariance risk and enforcing long-only fully invested weights. Higher allocations go to attractive risk-adjusted names such as MSFT, AAPL, AMZN, MRK, WMT, PG, UNH, CRM, and V, while negative or weak-return names and highly volatile stocks receive zero weight. The result is a diversified portfolio across technology, healthcare, consumer, financials, and industrials."
L0,166,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. Higher allocations were given to historically resilient companies with strong cash flows and broad market positions."
L1,166,"This portfolio emphasizes lower-volatility, defensive stocks such as WMT, MRK, PG, JNJ, MCD, and TRV, while keeping meaningful exposure to higher-return names like MSFT, AAPL, AMZN, UNH, and V. It avoids or minimizes negative-return and high-volatility stocks such as MMM, INTC, VZ, BA, and DOW, and uses diversification across healthcare, consumer staples, technology, financials, and industrials to reduce overall risk."
L2,166,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return names and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, and UNH, while still keeping meaningful exposure to growth stocks like MSFT, AAPL, and AMZN."
L3,166,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, favoring stocks with stronger expected returns while penalizing variance and covariance, under long-only fully invested constraints. Higher weights go to attractive risk-adjusted names such as MSFT, AAPL, AMZN, WMT, MRK, UNH, V, and AXP, while negative or weak-return names with less favorable covariance contribution are pushed to zero. The result is a diversified portfolio across technology, healthcare, financials, consumer, and industrials."
L0,167,"This portfolio was constructed for a risk-averse investor by emphasizing defensive, cash-flow-stable sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested, with no single position dominating the portfolio. Diversification is maintained across all 30 stocks to reduce company-specific risk."
L1,167,"This portfolio emphasizes stocks with relatively strong expected returns while tilting toward lower-volatility, lower-correlation names such as JNJ, MRK, PG, WMT, MCD, and AMGN to suit a risk-averse investor. It avoids or minimizes negative-return and high-volatility stocks like MMM, INTC, VZ, BA, and DOW, while keeping moderate exposure to higher-return growth names such as MSFT, AAPL, AMZN, UNH, and V for balance."
L2,167,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return names and lower-volatility diversifiers such as MRK, PG, and WMT, while assigning zero weight to weaker or less efficient assets."
L3,167,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, emphasizing higher expected-return stocks while penalizing covariance risk and enforcing long-only full-investment constraints. Weights concentrate in attractive risk-adjusted names such as MSFT, AAPL, AMZN, WMT, MRK, UNH, V, and PG, while several lower-return or less efficient stocks receive zero weight. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and industrials."
L0,168,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across sectors. Higher weights were assigned to healthcare, consumer staples, and established technology leaders, with smaller allocations to more cyclical or higher-risk names. All weights are non-negative and sum exactly to 1."
L1,168,"This portfolio emphasizes higher-return stocks with comparatively favorable risk while giving larger weights to defensive names such as MRK, PG, WMT, JNJ, and MCD to reduce volatility. It also includes selective exposure to growth stocks like MSFT, AAPL, AMZN, CRM, and V, but avoids or minimizes negative-return and high-volatility names such as MMM, BA, INTC, VZ, and DIS. The result is a long-only diversified allocation balancing expected return with lower overall portfolio risk."
L2,168,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only constraints and full investment. Because the investor is risk-averse, the solution tilts toward high expected return stocks with comparatively favorable variance and covariance characteristics, while excluding many lower-return or less efficient names. The result is a concentrated but still diversified allocation across growth, healthcare, and defensive retail."
L3,168,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, favoring stocks with stronger expected returns relative to their variance and covariance while enforcing long-only weights that sum to 1. Higher weights go to attractive risk-adjusted names such as MSFT, AAPL, AMZN, WMT, MRK, PG, UNH, V, and CRM, while negative- or low-return and high-risk names are driven to zero by the no-short-sale constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and industrials."
L0,169,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining exposure across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, WMT, KO, and MRK, while more cyclical or higher-uncertainty names such as BA, DOW, and DIS received smaller allocations. The weights are long-only, non-negative, and sum exactly to 1."
L1,169,"This portfolio emphasizes stocks with relatively strong expected returns while tilting toward lower-volatility, defensive names and avoiding negative-return or very high-risk stocks. It is diversified across technology, healthcare, consumer staples, financials, industrials, and energy to reduce concentration risk and benefit from imperfect correlations. The result is a conservative long-only allocation designed to balance return potential with risk control."
L2,169,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. It tilts toward high-return technology names and defensive lower-volatility stocks such as MRK, PG, and WMT to reflect the investor’s risk aversion. All weights are non-negative and sum exactly to 1."
L3,169,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, favoring stocks with strong expected returns while penalizing covariance risk under long-only, fully invested constraints. Higher weights go to attractive risk-adjusted names such as MSFT, AAPL, AMZN, CRM, MRK, WMT, and UNH, while negative- or weak-return names and very high-volatility names receive zero weight. The result is a diversified portfolio across technology, healthcare, consumer, financials, and industrials."
L0,170,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across healthcare, consumer staples, technology, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, and WMT, while more cyclical or higher-risk names such as BA, DOW, and DIS received smaller allocations. All weights are non-negative and sum exactly to 1."
L1,170,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted characteristics while giving substantial weight to lower-volatility defensive names such as JNJ, MRK, PG, WMT, KO, and MCD. It avoids negative-expected-return stocks and trims exposure to highly volatile cyclical names like BA, MMM, and DOW. Diversification across technology, healthcare, consumer staples, financials, and industrials helps reduce overall portfolio risk through imperfect correlations."
L2,170,"This portfolio was constructed using a long-only mean-variance framework with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in stocks with strong return-to-risk tradeoffs and diversification benefits, especially WMT, MRK, MSFT, PG, AAPL, AMZN, and AMGN."
L3,170,"The weights reflect a constrained mean-variance allocation with lambda = 0.5, emphasizing higher expected return stocks while penalizing covariance risk and enforcing long-only full investment. The solution is diversified across technology, healthcare, consumer, financials, and defensives, with zero weights assigned to names with weak return-to-risk tradeoffs under the no-short-selling constraint. Because the constraints prevent a simple closed-form inverse solution, this is the type of allocation obtained via numerical quadratic programming."
L0,171,"This portfolio was constructed for a risk-averse investor by emphasizing defensive, high-quality sectors such as healthcare, consumer staples, and large diversified technology, while limiting exposure to more cyclical names. The weights are long-only, non-negative, fully invested, and diversified across all 30 stocks to reduce concentration risk."
L1,171,"The portfolio emphasizes stocks with relatively strong expected returns and/or lower standalone risk, while avoiding negative-return names and the most volatile cyclical stocks. It is diversified across technology, healthcare, consumer staples, financials, industrials, and energy to reduce concentration risk through imperfect correlations. For a risk-averse investor, the weights tilt toward defensive and high-quality companies, with moderate exposure to higher-return growth names."
